epoch,lr,loss,iou,val_loss,val_iou,val_dice
0,0.01,0.8724946938455105,0.24748090904265094,0.920052902515118,0.1850506626093362,0.3088345354309518
1,0.01,0.6790745761245489,0.367362058092516,0.9468377480140099,0.1218666017977078,0.216021956249733
2,0.01,0.6180837210267782,0.40435343118313494,0.7121278799497164,0.3917364125423256,0.5578696169360426
3,0.01,0.5992590505629778,0.4122252984159214,0.7314537259248587,0.3093112498828338,0.4667708057106573
4,0.01,0.5545823723077774,0.449047994432352,0.6081978376095112,0.4549310368194765,0.6219320892007634
5,0.01,0.5270904311910272,0.4466177473357082,1.1045673517080454,0.14893575646255222,0.2574518973298468
6,0.01,0.5129081103950739,0.4668763562866824,0.8166026812333327,0.35294811001960086,0.5172814693307085
7,0.01,0.5040109995752573,0.47918976819733833,0.5575127775852496,0.47919241983894934,0.6416706542104651
8,0.01,0.5167356375604868,0.4652478141658181,1.0158705399586605,0.03649377836147838,0.06957312058819001
9,0.01,0.49524326249957085,0.4679927519932277,0.7027553604199336,0.2701799503392983,0.41931414238967785
10,0.01,0.4773287922143936,0.4793228610889864,0.5917833355756906,0.34267473077214317,0.5067790093632106
11,0.01,0.44651330821216106,0.49677476350669614,0.6293419397794283,0.44491952416011105,0.6097587362395586
12,0.01,0.44286816101521254,0.5097774791780622,0.5734802337793203,0.4822316749714736,0.6451867163018493
13,0.01,0.4195394702255726,0.5381786421956958,0.6744219972537114,0.25696701900340596,0.4063445095872981
14,0.01,0.4201545659452677,0.5347776870619015,0.46932371808932377,0.5338532924557121,0.6912414810635652
15,0.01,0.41532581858336926,0.5373664750164613,0.41096431475419265,0.5538748791497079,0.7092416895095691
16,0.01,0.4251357391476631,0.5292920647352142,0.4116330330188458,0.5820976084105522,0.7298785242783685
17,0.01,0.4048276310786605,0.5401742240148744,0.40295567604211663,0.5906065024298972,0.7392317273614097
18,0.01,0.40699244756251574,0.5490434660908197,0.39626782261408294,0.5841138327619271,0.7348748278880893
19,0.01,0.4037961452268064,0.5506550810549996,0.3843033891457778,0.5837687543182752,0.7332816550972976
20,0.01,0.38793105306103826,0.5528238774426049,0.4471141865620246,0.48756240929537087,0.6507086573216876
21,0.01,0.39280335884541273,0.5560698556823245,0.4559928609774663,0.537343029349539,0.6936079902499708
22,0.01,0.4097232623025775,0.5400450876211145,0.48179388000414924,0.5127310121843413,0.6720441267033677
23,0.01,0.388133211992681,0.5506155134458626,0.3721642141158764,0.5889936449432854,0.7374043538348733
24,0.01,0.38583705946803093,0.5545259156064827,0.43108445428884945,0.48274519098052004,0.6479487685651898
25,0.01,0.36786626279354095,0.5688889303391753,0.39285752910834093,0.5799172764740591,0.7294268248296215
26,0.01,0.3689950811676681,0.570877911022533,0.3806774735450745,0.5903626385580806,0.7384624811700052
27,0.01,0.3837929368019104,0.553921767627874,0.4180653613347274,0.5570779464761826,0.7098395124143969
28,0.01,0.37136160396039486,0.5667637742967837,0.5467167306404848,0.37643040971574254,0.5429050870477822
29,0.01,0.36963552702218294,0.5705164495079712,0.5029914745917687,0.49402777881229576,0.6557641311021082
30,0.01,0.36525264102965593,0.5722425997342877,0.40159819630476146,0.5459934618916179,0.7012908937495943
31,0.01,0.35714905615895987,0.5700785132791862,0.5768801478239206,0.4758524487096095,0.6398693207327809
32,0.01,0.36179016809910536,0.5798380814626446,0.4497478971114525,0.554033187965161,0.7068936638007751
33,0.01,0.3672283198684454,0.5774133314983435,0.5610289041812603,0.49074831456275786,0.6537330756470693
34,0.01,0.3511219760403037,0.5932555856189362,0.4018095241143153,0.5592722349274708,0.71417033233618
35,0.01,0.33356767101213336,0.5953673982295713,0.5091756252142099,0.44514601783670926,0.6133958827539123
36,0.01,0.35908847860991955,0.5739661270092615,0.3689843714237213,0.5834825974032272,0.7327219242106252
37,0.01,0.3546301629394293,0.5831047085366439,0.4568129952137287,0.5264774065507453,0.685409215362093
38,0.01,0.3662004848010838,0.5818382031012855,0.4037801836545651,0.5469844473372116,0.7037094790724256
39,0.01,0.3352551623247564,0.5968258439617432,0.37974281723682696,0.6019104835167816,0.7462307471958296
40,0.01,0.34048681473359466,0.6006318147135387,0.4047376994903271,0.5439038859291436,0.6994731895816753
41,0.01,0.33966601314023137,0.5947812199707706,0.3829631158938775,0.607916904505358,0.7531383891529425
42,0.01,0.34590181335806847,0.5981970139058485,0.45802713219936075,0.5221472105275825,0.6829707366369376
43,0.01,0.352950326167047,0.5736037186907841,0.44146904303477363,0.5755082339907983,0.7241611867963832
44,0.01,0.3361950390972197,0.6015192869133792,0.38106466164955727,0.6180052341050979,0.7601071916610169
45,0.01,0.32900715386494994,0.6106651101259319,0.4061357887891623,0.5496981495470437,0.7050751798319227
46,0.01,0.3359192665666342,0.5970758836903481,0.43989268770584694,0.5183777566692253,0.6764261234117297
47,0.01,0.3253130791708827,0.6158109704443004,0.37459041063602155,0.6014449132318553,0.7432076653152618
48,0.01,0.3265489707700908,0.6170278381740146,0.5876717393214886,0.32334735813537396,0.48069406008864846
49,0.01,0.3322357516735792,0.6087629475850682,0.5274393292573782,0.3948503188549683,0.5595514224624536
50,0.01,0.31892019556835294,0.6182282164049661,0.3927288889884949,0.5964443438853204,0.7409138682043991
51,0.01,0.3228796129114926,0.6096890839573785,0.47397811779609095,0.5036769566125315,0.6649415048562267
52,0.01,0.33145802607759833,0.6236009559465775,0.49859411533062276,0.5021051892143159,0.6603571742376
53,0.01,0.33371037943288684,0.5920634537180572,0.3701590171227088,0.5939003574260806,0.7407660922542514
54,0.01,0.31564405746757984,0.625296409018328,0.38211554013765775,0.6052392610286464,0.7489358330554593
55,0.01,0.32210695976391435,0.6187375461825877,0.365794732937446,0.6157438750043572,0.7596301579764438
56,0.01,0.3329468737356365,0.6079061721460189,0.3482135460926936,0.6344347396024211,0.7728125497674609
57,0.01,0.30106098344549537,0.6409578576675491,0.46500885073955245,0.48878083743114603,0.6523037931524458
58,0.01,0.31666229432448745,0.624648106317734,0.34316645379249866,0.6214471976048802,0.7605131220174948
59,0.01,0.2966399695724249,0.6457016293602283,0.3823854496845832,0.5784421477137883,0.7287814090052762
60,0.01,0.2985215298831463,0.6348685404535114,0.33787030829833103,0.6147913845866351,0.7581350790784722
61,0.01,0.2997863870114088,0.6437293063809548,0.3704425206551185,0.5831779230759566,0.7339725922972637
62,0.01,0.31293588411062956,0.6315359559473682,0.40770846605300903,0.5906122923751153,0.7347448509412637
63,0.01,0.30881475983187556,0.6216749276635606,0.43379711164877965,0.5332498232623475,0.6917383596415542
64,0.01,0.3139162054285407,0.630502185905938,0.36336296796798706,0.597590963138033,0.7424292805898209
65,0.01,0.30568163050338626,0.639856617058071,0.3953751985843365,0.5616257200081701,0.7140070604499132
66,0.01,0.3007152061909437,0.6280476129043175,0.34946161187612096,0.62692962380313,0.765332094703007
67,0.01,0.3039039303548634,0.6282364131119805,0.38642641856120186,0.5635990819778391,0.7173819446740306
68,0.01,0.3105977629311383,0.6264558535975692,0.46419071417588453,0.49836140225540776,0.6607268056530092
69,0.01,0.29135948326438665,0.6425448222868826,0.36821347658450787,0.6176491478168625,0.7575765960029747
70,0.01,0.29483257699757814,0.6580114871942525,0.515271344093176,0.4208488634550487,0.5866524991882758
71,0.01,0.2958542755804956,0.6376026371859226,0.37632778653731713,0.551014283535772,0.706321152578018
72,0.01,0.28841934632509947,0.6575440283368784,0.386859818146779,0.6095546411969253,0.7541115070043217
73,0.01,0.2919171769171953,0.635063736155494,0.3865077066880006,0.5678512662013361,0.7206620491856798
74,0.01,0.28029222460463643,0.647777206156702,0.35207597475785474,0.6237956209680012,0.7617721783683099
75,0.01,0.2971645691432059,0.6403167228119445,0.35203782984843623,0.638104509842787,0.775743979282134
76,0.01,0.2788740349933505,0.6557924509554334,0.31993259214437925,0.6517818374464741,0.784691958158725
77,0.01,0.2698018685914576,0.6630027880238911,0.3962256303200355,0.5748857596514169,0.726202920659384
78,0.01,0.2806258904747665,0.6554484147913422,0.3184316940032519,0.6539247058285698,0.786144671139877
79,0.01,0.26353440433740616,0.6678466084157294,0.35834864194576554,0.6388836642212916,0.7749851089146671
80,0.01,0.2758608874864876,0.6607706357939986,0.3734892753454355,0.6037576919889687,0.748481388633152
81,0.01,0.2735084812156856,0.6661308536925108,0.5012808228914555,0.42364895544470743,0.5884848873461208
82,0.01,0.26788646820932627,0.6703882009905846,0.3955809439604099,0.5960873615604398,0.7419201038812698
83,0.01,0.2843157537281513,0.6476196198348733,0.3719620232398693,0.5911987001843523,0.7409903510364295
84,0.01,0.2723203329369426,0.6668536851192416,0.3678471042559697,0.6122287867362509,0.7576142564355535
85,0.01,0.26253979466855526,0.6621380191713392,0.34100982042459344,0.6332965662804063,0.7726409497329957
86,0.01,0.2701490558683872,0.675642197880187,0.31403257571733917,0.6540260194828165,0.78809029877755
87,0.01,0.2666698913089931,0.6658219859691172,0.3481338468881754,0.615832979082098,0.7600850082537134
88,0.01,0.26928806444630027,0.665473651381271,0.3586383457367237,0.600585024900273,0.7486128420061289
89,0.01,0.264949232339859,0.6782893781887769,0.3917711276274461,0.5645384057470832,0.718261099732739
90,0.01,0.25275038136169314,0.6898978174365492,0.34800419005063865,0.6182207486643081,0.7608204610152741
91,0.01,0.24223893275484443,0.7033270410879862,0.3577941954135895,0.6250038358044769,0.7668029974761346
92,0.01,0.24474185518920422,0.7038706242549936,0.3477391440134782,0.6341985857988273,0.7721542553293258
93,0.01,0.26074800407513976,0.6862619496024933,0.35111058629476105,0.6170380934985419,0.7607620751539416
94,0.01,0.2624365226365626,0.6716575774836923,1.0639344435471756,0.2724212115108465,0.42552129070373274
95,0.01,0.2559485728852451,0.6827686816693137,0.38534950476426344,0.6156345472531953,0.7579002286472472
96,0.01,0.2614524462260306,0.6911066400717937,0.3818335313063401,0.5610341950013038,0.7147568131044133
97,0.01,0.2595799467526376,0.6839108239843414,0.36350754086787884,0.6220212841457256,0.7635978519526834
98,0.01,0.24277050094678998,0.6966840025994824,0.3217150014180403,0.6501534789047634,0.7842288789131782
99,0.01,0.24488799320533872,0.7020909913363125,0.36895416654073276,0.5896997991234022,0.7380981177303809
100,0.01,0.23408974194899201,0.7071362507339704,0.3383076019012011,0.6623587863678605,0.7936689401365103
101,0.01,0.24343620194122195,0.7002131104566585,0.386534186739188,0.5738618426274309,0.7266447655974033
102,0.01,0.234103080118075,0.7089309020175314,0.3714404133649973,0.6093085475935917,0.7533028589939821
103,0.01,0.2428910406306386,0.6998011499979226,0.37915067764428945,0.626906064256344,0.7651910413175423
104,0.01,0.2381083802320063,0.7060461906574292,0.3517146546107072,0.6305087094187969,0.7690381487552591
105,0.01,0.24658448062837124,0.6999855339190314,0.3471888659092096,0.6253800719682777,0.7659881799863605
106,0.01,0.23431676579639316,0.7128964948166762,0.3264546641936669,0.6503235525491667,0.7848711545170997
107,0.01,0.24212323082610965,0.7089997207474283,0.31928285497885484,0.6408664733683546,0.779263424608185
108,0.01,0.236502215731889,0.6972087249627462,0.31806431458546564,0.664940645205629,0.7953330245523045
109,0.01,0.23647095868363976,0.7059051051348235,0.3593571667487805,0.6320064266449171,0.7702315862113969
110,0.01,0.22953366860747337,0.719851161054958,0.32053790848988756,0.6540802124256891,0.7880929882629576
111,0.01,0.2246350096538663,0.7261268333744497,0.32287408388577976,0.6558466286478756,0.7902429826732407
112,0.01,0.2139267954044044,0.7318015275978575,0.33281595019193794,0.6477664284322404,0.7809850498290541
113,0.01,0.23164797015488148,0.7096717224715646,0.39396723325435934,0.5842612880852562,0.7319244550226203
114,0.01,0.2238381770439446,0.7263911479515106,0.35096963942050935,0.6259733315946018,0.7653981296749819
115,0.01,0.23104377556592226,0.7047437256700365,0.3480583410996657,0.6495473900235976,0.781844153389015
116,0.01,0.212604405824095,0.739474429570074,0.36010161913358246,0.6348116135211535,0.7703998565840398
117,0.01,0.21263018250465393,0.7322564888949354,0.33693710129994614,0.6506205259272091,0.786046881244119
118,0.01,0.21178947063162923,0.7345574161703059,0.34551396186535177,0.6110530736915685,0.7549315909726563
119,0.01,0.21498519438318908,0.7365496935944146,0.3401902957604482,0.6360748156195182,0.7743180940963226
120,0.01,0.21683607762679458,0.7300210277589925,0.31923880554162537,0.6461184139061268,0.7820787190612706
121,0.01,0.21884420467540622,0.735910957252554,0.3423660269150367,0.6496444026100153,0.7820918101296421
122,0.01,0.21928471373394132,0.7243273744582585,0.32352093366476203,0.6578494170070787,0.7897463261864069
123,0.01,0.22094284277409315,0.7256767855428589,0.3470365359232976,0.6254098294359068,0.7665141434417474
124,0.01,0.221676851157099,0.7238956899443256,0.37350202523745024,0.626239124751139,0.7633192144726638
125,0.01,0.21270486246794462,0.7360523660634481,0.34915315073270065,0.6303184115662026,0.7681849009968365
126,0.01,0.21501691592857242,0.7345027458291934,0.3296091547379127,0.6548385263218042,0.7862264097657281
127,0.01,0.20630638301372528,0.7464075761039403,0.3312958300113678,0.6534488184733327,0.7847061592916668
128,0.01,0.20070206373929977,0.7526175427576947,0.3345706460567621,0.6389798161344589,0.7746567625131672
129,0.01,0.20789266796782613,0.7402802267280909,0.4275608470806709,0.5738689314039848,0.7212409338116507
130,0.01,0.20216371770948172,0.7493339817324538,0.3189828046239339,0.6504559621343861,0.7850145678657079
131,0.01,0.18979227868840098,0.7634946144335443,0.3133382343328916,0.6652319114704865,0.7944486689699459
132,0.01,0.20126099628396332,0.7456605792299688,0.3417346427073846,0.6306915215510203,0.7712138831652658
133,0.01,0.19063364574685693,0.7644735077058349,0.31459510463934676,0.6484128496224886,0.7826023324487049
134,0.01,0.19490353460423648,0.7587452384252236,0.3247766031668736,0.6430079288879251,0.7804198953309329
135,0.01,0.18992107920348644,0.7586311553314893,0.300859014575298,0.6699992284665997,0.7984435203701511
136,0.01,0.18697627284564078,0.7665256563907751,0.31193155760948477,0.6595752717205157,0.7914788334847869
137,0.01,0.18428378971293569,0.7610047875543459,0.3116198906531701,0.668595667839902,0.7976723864110041
138,0.01,0.1889704023487866,0.7676158844311051,0.3491717314490905,0.6313748532235531,0.7667843156964576
139,0.01,0.188307105563581,0.7585562405700684,0.3118105491766563,0.663575237029269,0.7936792368674492
140,0.01,0.19136465853080153,0.7591229499543954,0.3116805924819066,0.6616506179651077,0.7925939220539051
141,0.01,0.18564536795020103,0.7641608396658852,0.6122135318242586,0.4886745963855212,0.6492825249723118
142,0.01,0.1768874682020396,0.7807769112625189,0.33132994243731867,0.6640028260268157,0.7921667980413392
143,0.01,0.18082065507769585,0.7753331335843447,0.31191799491643907,0.6605132519019954,0.7925638047080016
144,0.01,0.17962476867251098,0.7668284321961029,0.30696615530894356,0.6666854068444162,0.7964286689158553
145,0.01,0.18271765671670437,0.7730862600797278,0.3068812770339159,0.6808478254141136,0.8071457651009755
146,0.01,0.1780261849053204,0.7769071356994646,0.31198614755502113,0.6637911464568754,0.7931626520807484
147,0.01,0.1733883786946535,0.7862094066397278,0.2996293409512593,0.6785977286557336,0.8045241370105631
148,0.01,0.17666037334129214,0.7791955361717724,0.30126364574982567,0.6733586965262139,0.8017310726519008
149,0.01,0.18507129815407097,0.7663968534417192,0.33769971017654127,0.6439586805313863,0.7772247258137802
150,0.01,0.17668008897453547,0.7785567614800123,0.32110653473780704,0.6608399237503058,0.7912567471239917
151,0.01,0.17506632627919316,0.7766763616927803,0.31237422147622473,0.6639439262044371,0.7944077964140456
152,0.01,0.18142114696092904,0.7757929271231989,0.31574504971504214,0.6601667931086694,0.7917496715667695
153,0.01,0.17783185234293342,0.7870790071936579,0.3207681258137409,0.6617202263664471,0.7918657807370766
154,0.01,0.17864044453017414,0.7711840290390393,0.33126848683907434,0.6519567449071765,0.7837494108029832
155,0.01,0.17159886145964265,0.7830854854984667,0.3255187334922644,0.6458741798263387,0.7816397626977958
156,0.01,0.17988805985078216,0.7735716371916149,0.31274571785560024,0.6557090636115537,0.7881555283158456
157,0.01,0.17115642805583775,0.7871444242595692,0.39525631574484016,0.6056965433489994,0.7496336598175765
158,0.01,0.16844556736759841,0.7916624222209375,0.47344717245835527,0.5682029680129376,0.7168797570590881
159,0.01,0.17143406881950796,0.7851760543441759,0.4330850238983448,0.5777585379139857,0.7254256931354565
160,0.01,0.17169831227511168,0.7858409657523365,0.328533564393337,0.6548928952474169,0.7866762805778603
161,0.01,0.1636608096305281,0.7924953362091701,0.318326164667423,0.6560522411142403,0.7875525205829678
162,0.01,0.16470460291020572,0.7930711662448954,0.31687871676224927,0.668276567818571,0.7966487043798463
163,0.01,0.16361247817985713,0.788806101100128,0.32444225824796236,0.6502346692892703,0.7829677412259288
164,0.01,0.16761411260813475,0.7866361331769343,0.33314137561963153,0.6555210431444459,0.7867432377899036
165,0.01,0.15919562242925167,0.8014823032428837,0.3165847429862389,0.6680221993793054,0.797286883088057
166,0.01,0.16382998786866665,0.7965795325877424,0.3117604723343482,0.6611967596768706,0.7917398200156606
167,0.01,0.15893585816957057,0.7999785782965698,0.3166972279548645,0.655362643343829,0.7888903219215305
168,0.01,0.1577020287513733,0.8020075946006299,0.31895671555629146,0.6530157478849764,0.7855912006343603
169,0.01,0.15588009473867714,0.8026162924641703,0.32258928819344596,0.6594595458241821,0.7892884787383291
170,0.01,0.15636093984358013,0.8043795452058917,0.31999514309259564,0.6570798282971279,0.7885340731531073
171,0.01,0.15983528923243284,0.8012765385827004,0.32298844502522395,0.6507632504245017,0.7844007992926005
172,0.01,0.15670368704013526,0.8006249894692338,0.3134683520748065,0.6600368877124854,0.7915341403741318
173,0.01,0.15873215720057487,0.799382871776047,0.3234352846558277,0.6494982058242502,0.7829828062148946
174,0.01,0.15966168721206486,0.796122928627357,0.33338294728444173,0.6479333747946474,0.7813015179474565
175,0.01,0.15192066202871501,0.8118128930756215,0.32803349173985996,0.6510043515093142,0.7847838994909615
176,0.01,0.15078717493452132,0.8097754114965189,0.3212851353562795,0.6520299477666456,0.7856114019731891
177,0.01,0.15168633498251438,0.8101125026426234,0.32622922785007036,0.6531986521680166,0.7855444336117745
178,0.01,0.15300263254903257,0.8041463036853992,0.3219595173230538,0.6582869837881561,0.7900457421211297
179,0.01,0.14934558444656432,0.8067078239406359,0.3298532327780357,0.6445793579306218,0.7795196000384227
180,0.01,0.15149625204503536,0.8091451677915455,0.32464501341948143,0.6477660870615457,0.7826999247125886
181,0.01,0.14594959584064782,0.8169968789968202,0.3292056645338352,0.6599511126774679,0.7917506864752533
182,0.01,0.1489131993148476,0.813975568128799,0.3242120921611786,0.658927843437386,0.7900576468743803
183,0.01,0.1469722248148173,0.8138668831532178,0.3295221147628931,0.6561550829589852,0.7881677137358964
184,0.01,0.14802690432406962,0.8160186629831868,0.3182452999628507,0.6658691819691874,0.7945766863085215
185,0.01,0.14805882796645164,0.8125226225687773,0.32135812319242035,0.6603446862495289,0.7912522372910318
186,0.01,0.1543273574206978,0.8055354041181157,0.3204834311054303,0.6662420761859272,0.7948732494065227
187,0.01,0.1541571405250579,0.8070244928389354,0.3220144455249493,0.6588975366411631,0.7902290852541946
188,0.01,0.1431813146919012,0.8189105163769008,0.32066472310286304,0.6564786355413144,0.7888443665901851
189,0.01,0.1488483496941626,0.8125585003244287,0.32163982334045266,0.6567371915643575,0.7890015361271059
190,0.01,0.1490154997445643,0.8156022157956682,0.3238373775894825,0.6542777919065318,0.7867252434194494
191,0.01,0.14735510433092713,0.8115127751519421,0.3193577280411353,0.6583192619753142,0.7896453576553003
192,0.01,0.14454657793976367,0.819682780421305,0.32330235277230923,0.6557062581813279,0.7876962489883933
193,0.01,0.1530944111291319,0.8042288399869642,0.31785947244900925,0.6577584779439428,0.789258893518508
194,0.01,0.14612501300871372,0.8086380785628267,0.31937474940831845,0.6636254716711365,0.7931889291244215
195,0.01,0.14212327590212226,0.8192456114510013,0.32320901797367974,0.6599170462825593,0.7907574856960087
196,0.01,0.14967238856479526,0.810185989326609,0.31755099216332805,0.6677025542626824,0.7963021137285886
197,0.01,0.14875761605799198,0.8066725699059735,0.3227081445547251,0.6565627641733431,0.7887187868112455
198,0.01,0.1417934198398143,0.8218701737237699,0.3197281420230865,0.6594663537940739,0.7903509998755311
199,0.01,0.1464356838259846,0.8100849599171078,0.32737855796630566,0.654728291453499,0.7868417307498456
